Date,Time,RSSI(dB),RxBt(V),GAlt(m),RPM(rpm),GPS(ait),GSpd(kts),Hdg(@),Tmp1(@C),Tmp2(@C),GAl2(m),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LSW,TxBat(V)
2020-04-10,10:28:07.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:07.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:08.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,0,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:08.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:09.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:09.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:10.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:10.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:11.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:11.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:12.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:12.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:13.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-272,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:13.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:14.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-272,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:14.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-272,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:15.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:15.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:16.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:16.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:17.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:17.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:18.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:18.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:19.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:19.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:20.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:20.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:21.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,2,-275,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:21.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:22.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:22.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:23.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,0,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:23.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:24.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:24.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-272,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:25.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:25.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:26.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:26.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:27.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,2,-275,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:27.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:28.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:28.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,2,-275,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:29.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-272,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:29.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:30.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:30.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:31.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:31.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,2,-275,0,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:32.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,2,-272,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:32.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,0,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:33.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:33.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:34.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:34.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-275,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:35.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-275,0,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:35.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,2,-272,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:36.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-299,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:36.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-302,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:37.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-302,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:37.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-302,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:38.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-305,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:38.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,2,-302,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:39.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-305,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:39.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-302,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:40.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,2,-305,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:40.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-302,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:41.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-305,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:41.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-305,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:42.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-302,0,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:42.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-302,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:43.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-302,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:43.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-393,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:44.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,2,-759,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:44.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,2,-507,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:45.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-510,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:45.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-510,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:46.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-510,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:46.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-510,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:47.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-510,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:47.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-510,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:48.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-516,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:48.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,2,-513,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:49.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-516,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:49.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-513,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:50.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-604,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:50.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,2,-624,0,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:51.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-627,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:51.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,2,-624,-3,0,-1024,17,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:52.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-624,0,0,-1024,17,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:52.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-624,0,0,-1024,17,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:53.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,2,-624,-3,0,-1024,18,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:53.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-624,-3,0,-1024,18,-30,0,-1024,-1024,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:54.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-624,-3,0,-1024,17,-30,0,-1024,-1024,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:54.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-624,-3,0,-1024,17,-30,0,-1024,-1024,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:55.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-624,-3,0,-1024,18,-30,0,-1024,-1024,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:55.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-624,-3,0,-1024,17,-30,0,-1024,-1024,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:56.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-624,-3,0,-1024,18,-30,0,-1024,-1024,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:56.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-627,0,0,-1024,18,-30,0,-1024,-1024,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:57.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-627,-3,0,-1024,17,-30,0,-1024,-1024,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:57.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-627,-3,0,-1024,17,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:58.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-627,-3,0,-1024,17,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:58.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-624,-3,0,-1024,18,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:59.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-624,-3,0,-1024,18,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:28:59.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-624,-3,0,-1024,18,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:29:00.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,0,5,-624,-3,0,-1024,18,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:29:00.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-624,-3,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:29:01.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-624,0,0,-1024,18,-30,0,-1024,-1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:29:01.930,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-624,-3,0,-1024,18,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:29:02.430,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-627,-3,0,-1024,17,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:29:02.940,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-627,-3,0,-1024,18,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:29:03.440,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-627,-3,0,-1024,18,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:29:03.940,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-627,-3,0,-1024,18,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:29:04.440,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-627,-3,0,-1024,17,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
2020-04-10,10:29:04.940,0,0.0,0.0,0,0,0.0,0.00,0,0,0.0,2,5,-624,-3,0,-1024,17,-30,0,-1024,-1024,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000014,7.5
